1,208380,text,mobile,tripadvisor,male,high,Age_35_44,10,10,10.073206249716694
1,208380,text,mobile,target,male,very_high,Age_35_44,6,6,0.32590344343522326
1,208380,video,pc,cnet,male,high,Age_55_64,56,56,24.775976646912902
1,208380,text,pc,cnet,male,high,Age_65_PLUS,29,29,31.58747206254482
1,208380,video,mobile,yahoo,male,very_high,Age_25_34,11,11,10.601034539648518
1,208380,text,pc,msn,male,high,Age_35_44,51,51,5.4944501075128835
1,208380,text,pc,yahoo,male,high,Age_35_44,41,41,50.46422154937158
1,208380,text,mobile,ebay,male,very_high,Age_25_34,8,8,0.66918517002152
1,208380,text,mobile,target,male,high,Age_55_64,9,9,10.259882132313036
1,208380,text,mobile,target,male,high,Age_45_54,4,4,9.59796591724434
1,208380,video,mobile,yahoo,male,very_high,Age_65_PLUS,14,14,10.676758348216394
1,208380,video,pc,msn,male,very_high,Age_25_34,22,22,20.556465974160997
1,208380,text,mobile,yahoo,male,very_high,Age_45_54,28,28,12.13944359475814
1,208380,text,mobile,msn,male,very_high,Age_18_24,2,2,0.2063901907759408
1,208380,video,pc,ebay,male,high,Age_25_34,15,15,1.1648518781449269
1,208380,text,pc,tripadvisor,male,high,Age_55_64,8,8,0.6229409253594608
1,208380,video,pc,tripadvisor,male,very_high,Age_25_34,2,2,0.24489773048196967
1,208380,text,pc,yahoo,male,high,Age_18_24,1,1,0.09884922411015165
1,208380,text,pc,target,male,high,Age_65_PLUS,2,2,0.26556436152798446
1,208380,video,mobile,cnet,male,high,Age_25_34,46,46,23.302670352288477
1,208380,video,pc,cnet,male,high,Age_18_24,3,3,0.31473973129945754
1,208380,text,pc,target,male,high,Age_35_44,8,8,1.2447948808283968
1,208380,text,mobile,msn,male,very_high,Age_35_44,45,45,23.34401560333606
1,208380,text,mobile,target,male,very_high,Age_18_24,1,1,0.192356929040205
1,208380,text,mobile,cnet,male,very_high,Age_35_44,37,37,3.857547537416294
1,208380,video,pc,cnet,male,high,Age_45_54,48,48,5.892444108756956
1,208380,text,mobile,tripadvisor,male,high,Age_45_54,6,6,9.682109444280231
1,208380,video,mobile,msn,male,high,Age_25_34,46,46,5.078444343180297
1,208380,video,mobile,yahoo,male,high,Age_25_34,31,31,12.466259399263993
1,208380,video,mobile,ebay,male,high,Age_45_54,21,21,11.387661918183623
1,208380,text,mobile,tripadvisor,male,very_high,Age_35_44,4,4,0.23267605578636483
1,208380,text,mobile,ebay,male,high,Age_35_44,21,21,2.1466071180219015
1,208380,text,pc,tripadvisor,male,very_high,Age_55_64,2,2,0.2725370262368873
1,208380,text,mobile,yahoo,male,high,Age_55_64,43,43,22.73831853355953
1,208380,text,mobile,yahoo,male,very_high,Age_18_24,1,1,0.08967996865915906
1,208380,text,mobile,ebay,male,high,Age_55_64,17,17,10.84949811627543
1,208380,text,mobile,msn,male,very_high,Age_45_54,46,46,23.296247785439828
1,208380,text,pc,tripadvisor,male,high,Age_25_34,2,2,0.1297603877153677
1,208380,video,mobile,cnet,male,very_high,Age_65_PLUS,26,26,2.753526954212727
1,208380,text,mobile,tripadvisor,male,very_high,Age_45_54,7,7,0.9826772078864291
1,208380,text,mobile,tripadvisor,male,high,Age_65_PLUS,7,7,0.6378477655296431
1,208380,text,mobile,msn,male,very_high,Age_65_PLUS,20,20,29.943570770016578
1,208380,text,pc,yahoo,male,high,Age_45_54,49,49,14.252716037117032
1,208380,text,mobile,target,male,very_high,Age_55_64,3,3,0.253385192058145
1,208380,text,pc,cnet,male,high,Age_35_44,64,64,24.441587821133584
1,208380,text,mobile,msn,male,high,Age_65_PLUS,42,42,4.311885496489489
1,208380,text,mobile,ebay,male,high,Age_65_PLUS,13,13,10.443388121269226
1,208380,text,mobile,cnet,male,very_high,Age_25_34,11,11,1.4966308813122249
1,208380,text,pc,yahoo,male,very_high,Age_35_44,25,25,11.803114919850348
1,208380,text,mobile,target,male,high,Age_25_34,4,4,0.5041614062463105
1,208380,text,mobile,target,male,very_high,Age_25_34,6,6,0.8090932072723793
1,208380,text,mobile,msn,male,high,Age_45_54,75,75,54.0519857761499
1,208380,text,mobile,tripadvisor,male,very_high,Age_65_PLUS,3,3,0.24266349971326073
1,208380,text,mobile,ebay,male,very_high,Age_45_54,28,28,2.911111044449068
1,208380,text,pc,msn,male,high,Age_55_64,47,47,14.270714483010828
1,208380,text,mobile,yahoo,male,very_high,Age_55_64,22,22,11.64936026675706
1,208380,video,pc,cnet,male,very_high,Age_45_54,44,44,31.859253025615025
1,208380,text,mobile,ebay,male,very_high,Age_65_PLUS,6,6,9.887993040050025
1,208380,video,mobile,cnet,male,very_high,Age_55_64,29,29,21.73661121766325
1,208380,video,pc,ebay,male,very_high,Age_55_64,16,16,20.50373884500406
1,208380,video,mobile,msn,male,very_high,Age_55_64,41,41,32.47758131223408
1,208380,video,pc,ebay,male,high,Age_18_24,4,4,0.36773130947471266
1,208380,video,mobile,ebay,male,very_high,Age_18_24,1,1,0.18955014665935827
1,208380,text,pc,cnet,male,very_high,Age_18_24,2,2,0.1791921754968206
1,208380,text,mobile,ebay,male,very_high,Age_35_44,9,9,1.0179787834830238
1,208380,text,mobile,yahoo,male,high,Age_65_PLUS,30,30,3.4687635117456237
1,208380,text,pc,target,male,very_high,Age_45_54,8,8,0.9685064470524125
1,208380,text,pc,target,male,very_high,Age_65_PLUS,6,6,0.5377848061938181
2,208380,text,mobile,tripadvisor,male,high,Age_35_44,5,5,0.6651438230573974
2,208380,text,mobile,target,male,very_high,Age_35_44,3,3,0.5401387215872019
2,208380,video,pc,cnet,male,high,Age_55_64,52,52,6.996005107270373
2,208380,text,pc,cnet,male,high,Age_65_PLUS,45,45,6.960530228222594
2,208380,video,mobile,yahoo,male,very_high,Age_25_34,15,15,2.2425225307287735
2,208380,text,pc,msn,male,high,Age_35_44,60,60,7.223309982002412
